"Values","Freq","category","state"
"Tribal",0,"Ownership","IA"
"Voluntary non-profit - Church",0.0384615384615385,"Ownership","IA"
"Voluntary non-profit - Other",0.230769230769231,"Ownership","IA"
"Voluntary non-profit - Private",0.346153846153846,"Ownership","IA"
"1",0,"Overall_rating","IA"
"2",0,"Overall_rating","IA"
"3",0.307692307692308,"Overall_rating","IA"
"4",0.384615384615385,"Overall_rating","IA"
"5",0.0384615384615385,"Overall_rating","IA"
"Not Available",0.269230769230769,"Overall_rating","IA"
"Above the national average",0,"Mortality","IA"
"Below the national average",0.0384615384615385,"Mortality","IA"
"Not Available",0.461538461538462,"Mortality","IA"
"Same as the national average",0.5,"Mortality","IA"
"Above the national average",0.0769230769230769,"Safety_of_care","IA"
"Below the national average",0,"Safety_of_care","IA"
"Not Available",0.884615384615385,"Safety_of_care","IA"
"Same as the national average",0.0384615384615385,"Safety_of_care","IA"
"Above the national average",0.153846153846154,"Readmission","IA"
"Below the national average",0.0384615384615385,"Readmission","IA"
"Not Available",0.192307692307692,"Readmission","IA"
"Same as the national average",0.615384615384615,"Readmission","IA"
"Above the national average",0.307692307692308,"Patient_experience","IA"
"Below the national average",0,"Patient_experience","IA"
"Not Available",0.615384615384615,"Patient_experience","IA"
"Same as the national average",0.0769230769230769,"Patient_experience","IA"
"Above the national average",0,"Effectiveness_of_Care","IA"
"Below the national average",0.0384615384615385,"Effectiveness_of_Care","IA"
"Not Available",0.461538461538462,"Effectiveness_of_Care","IA"
"Same as the national average",0.5,"Effectiveness_of_Care","IA"
"Above the national average",0.269230769230769,"Timeliness_of_Care","IA"
"Below the national average",0,"Timeliness_of_Care","IA"
"Not Available",0.307692307692308,"Timeliness_of_Care","IA"
"Same as the national average",0.423076923076923,"Timeliness_of_Care","IA"
"Above the national average",0,"Medical_imaging","IA"
"Below the national average",0.0384615384615385,"Medical_imaging","IA"
"Not Available",0.5,"Medical_imaging","IA"
"Same as the national average",0.461538461538462,"Medical_imaging","IA"
"Acute Care Hospitals",0.2,"Type","ID"
"Childrens",0,"Type","ID"
"Critical Access Hospitals",0.8,"Type","ID"
"Government - Federal",0,"Ownership","ID"
"Government - Hospital District or Authority",0.266666666666667,"Ownership","ID"
"Government - Local",0.2,"Ownership","ID"
"Government - State",0,"Ownership","ID"
"Physician",0.0666666666666667,"Ownership","ID"
"Proprietary",0.0666666666666667,"Ownership","ID"
"Tribal",0,"Ownership","ID"
"Voluntary non-profit - Church",0.0666666666666667,"Ownership","ID"
"Voluntary non-profit - Other",0.0666666666666667,"Ownership","ID"
"Voluntary non-profit - Private",0.266666666666667,"Ownership","ID"
"1",0,"Overall_rating","ID"
"2",0.0666666666666667,"Overall_rating","ID"
"3",0.133333333333333,"Overall_rating","ID"
"4",0.2,"Overall_rating","ID"
"5",0.133333333333333,"Overall_rating","ID"
"Not Available",0.466666666666667,"Overall_rating","ID"
"Above the national average",0,"Mortality","ID"
"Below the national average",0,"Mortality","ID"
"Not Available",0.733333333333333,"Mortality","ID"
"Same as the national average",0.266666666666667,"Mortality","ID"
"Above the national average",0.0666666666666667,"Safety_of_care","ID"
"Below the national average",0.0666666666666667,"Safety_of_care","ID"
"Not Available",0.866666666666667,"Safety_of_care","ID"
"Same as the national average",0,"Safety_of_care","ID"
"Above the national average",0.333333333333333,"Readmission","ID"
"Below the national average",0.0666666666666667,"Readmission","ID"
"Not Available",0.333333333333333,"Readmission","ID"
"Same as the national average",0.266666666666667,"Readmission","ID"
"Above the national average",0.4,"Patient_experience","ID"
"Below the national average",0.0666666666666667,"Patient_experience","ID"
"Not Available",0.466666666666667,"Patient_experience","ID"
"Same as the national average",0.0666666666666667,"Patient_experience","ID"
"Above the national average",0,"Effectiveness_of_Care","ID"
"Below the national average",0,"Effectiveness_of_Care","ID"
"Not Available",0.6,"Effectiveness_of_Care","ID"
"Same as the national average",0.4,"Effectiveness_of_Care","ID"
"Above the national average",0.133333333333333,"Timeliness_of_Care","ID"
"Below the national average",0,"Timeliness_of_Care","ID"
"Not Available",0.733333333333333,"Timeliness_of_Care","ID"
"Same as the national average",0.133333333333333,"Timeliness_of_Care","ID"
"Above the national average",0,"Medical_imaging","ID"
"Below the national average",0,"Medical_imaging","ID"
"Not Available",0.666666666666667,"Medical_imaging","ID"
"Same as the national average",0.333333333333333,"Medical_imaging","ID"
"Acute Care Hospitals",0.487179487179487,"Type","IL"
"Childrens",0.0512820512820513,"Type","IL"
"Critical Access Hospitals",0.461538461538462,"Type","IL"
"Government - Federal",0,"Ownership","IL"
"Government - Hospital District or Authority",0.0512820512820513,"Ownership","IL"
"Government - Local",0.102564102564103,"Ownership","IL"
"Government - State",0,"Ownership","IL"
"Physician",0,"Ownership","IL"
"Proprietary",0.0512820512820513,"Ownership","IL"
"Tribal",0,"Ownership","IL"
"Voluntary non-profit - Church",0.128205128205128,"Ownership","IL"
"Voluntary non-profit - Other",0.102564102564103,"Ownership","IL"
"Voluntary non-profit - Private",0.564102564102564,"Ownership","IL"
"1",0,"Overall_rating","IL"
"2",0.153846153846154,"Overall_rating","IL"
"3",0.384615384615385,"Overall_rating","IL"
"4",0.153846153846154,"Overall_rating","IL"
"5",0.128205128205128,"Overall_rating","IL"
"Not Available",0.179487179487179,"Overall_rating","IL"
"Above the national average",0.102564102564103,"Mortality","IL"
"Below the national average",0.0512820512820513,"Mortality","IL"
"Not Available",0.128205128205128,"Mortality","IL"
"Same as the national average",0.717948717948718,"Mortality","IL"
"Above the national average",0.205128205128205,"Safety_of_care","IL"
"Below the national average",0.0512820512820513,"Safety_of_care","IL"
"Not Available",0.615384615384615,"Safety_of_care","IL"
"Same as the national average",0.128205128205128,"Safety_of_care","IL"
"Above the national average",0.256410256410256,"Readmission","IL"
"Below the national average",0.41025641025641,"Readmission","IL"
"Not Available",0.0769230769230769,"Readmission","IL"
"Same as the national average",0.256410256410256,"Readmission","IL"
"Above the national average",0.435897435897436,"Patient_experience","IL"
"Below the national average",0.102564102564103,"Patient_experience","IL"
"Not Available",0.256410256410256,"Patient_experience","IL"
"Same as the national average",0.205128205128205,"Patient_experience","IL"
"Above the national average",0,"Effectiveness_of_Care","IL"
"Below the national average",0.0256410256410256,"Effectiveness_of_Care","IL"
"Not Available",0.307692307692308,"Effectiveness_of_Care","IL"
"Same as the national average",0.666666666666667,"Effectiveness_of_Care","IL"
"Above the national average",0.179487179487179,"Timeliness_of_Care","IL"
"Below the national average",0.102564102564103,"Timeliness_of_Care","IL"
"Not Available",0.282051282051282,"Timeliness_of_Care","IL"
"Same as the national average",0.435897435897436,"Timeliness_of_Care","IL"
"Above the national average",0.0512820512820513,"Medical_imaging","IL"
"Below the national average",0.0769230769230769,"Medical_imaging","IL"
"Not Available",0.384615384615385,"Medical_imaging","IL"
"Same as the national average",0.487179487179487,"Medical_imaging","IL"
"Acute Care Hospitals",0.45,"Type","IN"
"Childrens",0,"Type","IN"
"Critical Access Hospitals",0.55,"Type","IN"
"Government - Federal",0,"Ownership","IN"
"Government - Hospital District or Authority",0,"Ownership","IN"
"Government - Local",0.15,"Ownership","IN"
"Government - State",0,"Ownership","IN"
"Physician",0.05,"Ownership","IN"
"Proprietary",0.25,"Ownership","IN"
"Tribal",0,"Ownership","IN"
"Voluntary non-profit - Church",0.05,"Ownership","IN"
"Voluntary non-profit - Other",0.05,"Ownership","IN"
"Voluntary non-profit - Private",0.45,"Ownership","IN"
"1",0,"Overall_rating","IN"
"2",0.05,"Overall_rating","IN"
"3",0.5,"Overall_rating","IN"
"4",0.2,"Overall_rating","IN"
"5",0.15,"Overall_rating","IN"
"Not Available",0.1,"Overall_rating","IN"
"Above the national average",0,"Mortality","IN"
"Below the national average",0.05,"Mortality","IN"
"Not Available",0.35,"Mortality","IN"
"Same as the national average",0.6,"Mortality","IN"
"Above the national average",0,"Safety_of_care","IN"
"Below the national average",0.05,"Safety_of_care","IN"
"Not Available",0.85,"Safety_of_care","IN"
"Same as the national average",0.1,"Safety_of_care","IN"
"Above the national average",0.55,"Readmission","IN"
"Below the national average",0.15,"Readmission","IN"
"Not Available",0.15,"Readmission","IN"
"Same as the national average",0.15,"Readmission","IN"
"Above the national average",0.4,"Patient_experience","IN"
"Below the national average",0.1,"Patient_experience","IN"
"Not Available",0.1,"Patient_experience","IN"
"Same as the national average",0.4,"Patient_experience","IN"
"Above the national average",0,"Effectiveness_of_Care","IN"
"Below the national average",0.05,"Effectiveness_of_Care","IN"
"Not Available",0.25,"Effectiveness_of_Care","IN"
"Same as the national average",0.7,"Effectiveness_of_Care","IN"
"Above the national average",0.55,"Timeliness_of_Care","IN"
"Below the national average",0,"Timeliness_of_Care","IN"
"Not Available",0.3,"Timeliness_of_Care","IN"
"Same as the national average",0.15,"Timeliness_of_Care","IN"
"Above the national average",0,"Medical_imaging","IN"
"Below the national average",0.05,"Medical_imaging","IN"
"Not Available",0.5,"Medical_imaging","IN"
"Same as the national average",0.45,"Medical_imaging","IN"
"Acute Care Hospitals",0.214285714285714,"Type","KS"
"Childrens",0,"Type","KS"
"Critical Access Hospitals",0.785714285714286,"Type","KS"
"Government - Federal",0,"Ownership","KS"
"Government - Hospital District or Authority",0.238095238095238,"Ownership","KS"
"Government - Local",0.357142857142857,"Ownership","KS"
"Government - State",0,"Ownership","KS"
"Physician",0.0714285714285714,"Ownership","KS"
"Proprietary",0.166666666666667,"Ownership","KS"
"Tribal",0,"Ownership","KS"
"Voluntary non-profit - Church",0,"Ownership","KS"
"Voluntary non-profit - Other",0.0476190476190476,"Ownership","KS"
"Voluntary non-profit - Private",0.119047619047619,"Ownership","KS"
"1",0,"Overall_rating","KS"
"2",0.0238095238095238,"Overall_rating","KS"
"3",0.0952380952380952,"Overall_rating","KS"
"4",0.0952380952380952,"Overall_rating","KS"
"5",0.0714285714285714,"Overall_rating","KS"
"Not Available",0.714285714285714,"Overall_rating","KS"
"Above the national average",0,"Mortality","KS"
"Below the national average",0,"Mortality","KS"
"Not Available",0.80952380952381,"Mortality","KS"
"Same as the national average",0.19047619047619,"Mortality","KS"
"Above the national average",0.0476190476190476,"Safety_of_care","KS"
"Below the national average",0,"Safety_of_care","KS"
"Not Available",0.952380952380952,"Safety_of_care","KS"
"Same as the national average",0,"Safety_of_care","KS"
"Above the national average",0.119047619047619,"Readmission","KS"
"Below the national average",0.119047619047619,"Readmission","KS"
"Not Available",0.452380952380952,"Readmission","KS"
"Same as the national average",0.30952380952381,"Readmission","KS"
"Above the national average",0.119047619047619,"Patient_experience","KS"
"Below the national average",0,"Patient_experience","KS"
"Not Available",0.857142857142857,"Patient_experience","KS"
"Same as the national average",0.0238095238095238,"Patient_experience","KS"
"Above the national average",0,"Effectiveness_of_Care","KS"
"Below the national average",0.0238095238095238,"Effectiveness_of_Care","KS"
"Not Available",0.666666666666667,"Effectiveness_of_Care","KS"
"Same as the national average",0.30952380952381,"Effectiveness_of_Care","KS"
"Above the national average",0.166666666666667,"Timeliness_of_Care","KS"
"Below the national average",0,"Timeliness_of_Care","KS"
"Not Available",0.761904761904762,"Timeliness_of_Care","KS"
"Same as the national average",0.0714285714285714,"Timeliness_of_Care","KS"
"Above the national average",0,"Medical_imaging","KS"
"Below the national average",0.0476190476190476,"Medical_imaging","KS"
"Not Available",0.880952380952381,"Medical_imaging","KS"
"Same as the national average",0.0714285714285714,"Medical_imaging","KS"
"Acute Care Hospitals",0.35,"Type","KY"
"Childrens",0,"Type","KY"
"Critical Access Hospitals",0.65,"Type","KY"
"Government - Federal",0,"Ownership","KY"
"Government - Hospital District or Authority",0.15,"Ownership","KY"
"Government - Local",0.1,"Ownership","KY"
"Government - State",0,"Ownership","KY"
"Physician",0,"Ownership","KY"
"Proprietary",0.05,"Ownership","KY"
"Tribal",0,"Ownership","KY"
"Voluntary non-profit - Church",0.2,"Ownership","KY"
"Voluntary non-profit - Other",0.1,"Ownership","KY"
"Voluntary non-profit - Private",0.4,"Ownership","KY"
"1",0.05,"Overall_rating","KY"
"2",0.2,"Overall_rating","KY"
"3",0.15,"Overall_rating","KY"
"4",0.45,"Overall_rating","KY"
"5",0,"Overall_rating","KY"
"Not Available",0.15,"Overall_rating","KY"
"Above the national average",0.05,"Mortality","KY"
"Below the national average",0.05,"Mortality","KY"
"Not Available",0.25,"Mortality","KY"
"Same as the national average",0.65,"Mortality","KY"
"Above the national average",0.1,"Safety_of_care","KY"
"Below the national average",0,"Safety_of_care","KY"
"Not Available",0.9,"Safety_of_care","KY"
"Same as the national average",0,"Safety_of_care","KY"
"Above the national average",0.15,"Readmission","KY"
"Below the national average",0.3,"Readmission","KY"
"Not Available",0.05,"Readmission","KY"
"Same as the national average",0.5,"Readmission","KY"
"Above the national average",0.35,"Patient_experience","KY"
"Below the national average",0.05,"Patient_experience","KY"
"Not Available",0.4,"Patient_experience","KY"
"Same as the national average",0.2,"Patient_experience","KY"
"Above the national average",0,"Effectiveness_of_Care","KY"
"Below the national average",0.1,"Effectiveness_of_Care","KY"
"Not Available",0.4,"Effectiveness_of_Care","KY"
"Same as the national average",0.5,"Effectiveness_of_Care","KY"
"Above the national average",0.35,"Timeliness_of_Care","KY"
"Below the national average",0,"Timeliness_of_Care","KY"
"Not Available",0.25,"Timeliness_of_Care","KY"
"Same as the national average",0.4,"Timeliness_of_Care","KY"
"Above the national average",0.05,"Medical_imaging","KY"
"Below the national average",0.1,"Medical_imaging","KY"
"Not Available",0.4,"Medical_imaging","KY"
"Same as the national average",0.45,"Medical_imaging","KY"
"Acute Care Hospitals",0.689655172413793,"Type","LA"
"Childrens",0,"Type","LA"
"Critical Access Hospitals",0.310344827586207,"Type","LA"
"Government - Federal",0,"Ownership","LA"
"Government - Hospital District or Authority",0.344827586206897,"Ownership","LA"
"Government - Local",0,"Ownership","LA"
"Government - State",0.0689655172413793,"Ownership","LA"
"Physician",0.172413793103448,"Ownership","LA"
"Proprietary",0.206896551724138,"Ownership","LA"
"Tribal",0,"Ownership","LA"
"Voluntary non-profit - Church",0,"Ownership","LA"
"Voluntary non-profit - Other",0.0344827586206897,"Ownership","LA"
"Voluntary non-profit - Private",0.172413793103448,"Ownership","LA"
"1",0,"Overall_rating","LA"
"2",0.0344827586206897,"Overall_rating","LA"
"3",0.344827586206897,"Overall_rating","LA"
"4",0.103448275862069,"Overall_rating","LA"
"5",0.103448275862069,"Overall_rating","LA"
"Not Available",0.413793103448276,"Overall_rating","LA"
"Above the national average",0,"Mortality","LA"
"Below the national average",0,"Mortality","LA"
"Not Available",0.517241379310345,"Mortality","LA"
"Same as the national average",0.482758620689655,"Mortality","LA"
"Above the national average",0,"Safety_of_care","LA"
"Below the national average",0.0689655172413793,"Safety_of_care","LA"
"Not Available",0.862068965517241,"Safety_of_care","LA"
"Same as the national average",0.0689655172413793,"Safety_of_care","LA"
"Above the national average",0.241379310344828,"Readmission","LA"
"Below the national average",0.103448275862069,"Readmission","LA"
"Not Available",0.275862068965517,"Readmission","LA"
"Same as the national average",0.379310344827586,"Readmission","LA"
"Above the national average",0.310344827586207,"Patient_experience","LA"
"Below the national average",0.0344827586206897,"Patient_experience","LA"
"Not Available",0.482758620689655,"Patient_experience","LA"
"Same as the national average",0.172413793103448,"Patient_experience","LA"
"Above the national average",0,"Effectiveness_of_Care","LA"
"Below the national average",0.137931034482759,"Effectiveness_of_Care","LA"
"Not Available",0.379310344827586,"Effectiveness_of_Care","LA"
"Same as the national average",0.482758620689655,"Effectiveness_of_Care","LA"
"Above the national average",0.137931034482759,"Timeliness_of_Care","LA"
"Below the national average",0.0344827586206897,"Timeliness_of_Care","LA"
"Not Available",0.517241379310345,"Timeliness_of_Care","LA"
"Same as the national average",0.310344827586207,"Timeliness_of_Care","LA"
"Above the national average",0,"Medical_imaging","LA"
"Below the national average",0.241379310344828,"Medical_imaging","LA"
"Not Available",0.620689655172414,"Medical_imaging","LA"
"Same as the national average",0.137931034482759,"Medical_imaging","LA"
"Acute Care Hospitals",0.666666666666667,"Type","MA"
"Childrens",0.111111111111111,"Type","MA"
"Critical Access Hospitals",0.222222222222222,"Type","MA"
"Government - Federal",0.111111111111111,"Ownership","MA"
"Government - Hospital District or Authority",0,"Ownership","MA"
"Government - Local",0,"Ownership","MA"
"Government - State",0,"Ownership","MA"
"Physician",0,"Ownership","MA"
"Proprietary",0,"Ownership","MA"
"Tribal",0,"Ownership","MA"
"Voluntary non-profit - Church",0,"Ownership","MA"
"Voluntary non-profit - Other",0.111111111111111,"Ownership","MA"
"Voluntary non-profit - Private",0.777777777777778,"Ownership","MA"
"1",0,"Overall_rating","MA"
"2",0,"Overall_rating","MA"
"3",0.333333333333333,"Overall_rating","MA"
"4",0,"Overall_rating","MA"
"5",0.444444444444444,"Overall_rating","MA"
"Not Available",0.222222222222222,"Overall_rating","MA"
"Above the national average",0.333333333333333,"Mortality","MA"
"Below the national average",0,"Mortality","MA"
"Not Available",0.222222222222222,"Mortality","MA"
"Same as the national average",0.444444444444444,"Mortality","MA"
"Above the national average",0.222222222222222,"Safety_of_care","MA"
"Below the national average",0.222222222222222,"Safety_of_care","MA"
"Not Available",0.555555555555556,"Safety_of_care","MA"
"Same as the national average",0,"Safety_of_care","MA"
"Above the national average",0.333333333333333,"Readmission","MA"
"Below the national average",0.333333333333333,"Readmission","MA"
"Not Available",0.222222222222222,"Readmission","MA"
"Same as the national average",0.111111111111111,"Readmission","MA"
"Above the national average",0.555555555555556,"Patient_experience","MA"
"Below the national average",0,"Patient_experience","MA"
"Not Available",0.222222222222222,"Patient_experience","MA"
"Same as the national average",0.222222222222222,"Patient_experience","MA"
"Above the national average",0,"Effectiveness_of_Care","MA"
"Below the national average",0,"Effectiveness_of_Care","MA"
"Not Available",0.111111111111111,"Effectiveness_of_Care","MA"
"Same as the national average",0.888888888888889,"Effectiveness_of_Care","MA"
"Above the national average",0,"Timeliness_of_Care","MA"
"Below the national average",0.111111111111111,"Timeliness_of_Care","MA"
"Not Available",0.222222222222222,"Timeliness_of_Care","MA"
"Same as the national average",0.666666666666667,"Timeliness_of_Care","MA"
"Above the national average",0,"Medical_imaging","MA"
"Below the national average",0,"Medical_imaging","MA"
"Not Available",0.222222222222222,"Medical_imaging","MA"
"Same as the national average",0.777777777777778,"Medical_imaging","MA"
"Acute Care Hospitals",0.75,"Type","MD"
"Childrens",0.25,"Type","MD"
"Critical Access Hospitals",0,"Type","MD"
"Government - Federal",0,"Ownership","MD"
"Government - Hospital District or Authority",0,"Ownership","MD"
"Government - Local",0,"Ownership","MD"
"Government - State",0,"Ownership","MD"
"Physician",0,"Ownership","MD"
"Proprietary",0,"Ownership","MD"
"Tribal",0,"Ownership","MD"
"Voluntary non-profit - Church",0,"Ownership","MD"
"Voluntary non-profit - Other",0.125,"Ownership","MD"
"Voluntary non-profit - Private",0.875,"Ownership","MD"
"1",0.125,"Overall_rating","MD"
"2",0.375,"Overall_rating","MD"
"3",0.125,"Overall_rating","MD"
"4",0.125,"Overall_rating","MD"
"5",0,"Overall_rating","MD"
"Not Available",0.25,"Overall_rating","MD"
"Above the national average",0.125,"Mortality","MD"
"Below the national average",0.125,"Mortality","MD"
"Not Available",0.25,"Mortality","MD"
"Same as the national average",0.5,"Mortality","MD"
"Above the national average",0.375,"Safety_of_care","MD"
"Below the national average",0.25,"Safety_of_care","MD"
"Not Available",0.375,"Safety_of_care","MD"
"Same as the national average",0,"Safety_of_care","MD"
"Above the national average",0.125,"Readmission","MD"
"Below the national average",0.375,"Readmission","MD"
"Not Available",0.25,"Readmission","MD"
"Same as the national average",0.25,"Readmission","MD"
"Above the national average",0.125,"Patient_experience","MD"
"Below the national average",0.5,"Patient_experience","MD"
"Not Available",0.375,"Patient_experience","MD"
"Same as the national average",0,"Patient_experience","MD"
"Above the national average",0,"Effectiveness_of_Care","MD"
"Below the national average",0,"Effectiveness_of_Care","MD"
"Not Available",0.5,"Effectiveness_of_Care","MD"
"Same as the national average",0.5,"Effectiveness_of_Care","MD"
"Above the national average",0.125,"Timeliness_of_Care","MD"
"Below the national average",0.625,"Timeliness_of_Care","MD"
"Not Available",0.25,"Timeliness_of_Care","MD"
"Same as the national average",0,"Timeliness_of_Care","MD"
"Above the national average",0.125,"Medical_imaging","MD"
"Below the national average",0.125,"Medical_imaging","MD"
"Not Available",0.625,"Medical_imaging","MD"
"Same as the national average",0.125,"Medical_imaging","MD"
"Acute Care Hospitals",0.222222222222222,"Type","ME"
"Childrens",0,"Type","ME"
"Critical Access Hospitals",0.777777777777778,"Type","ME"
"Government - Federal",0,"Ownership","ME"
"Government - Hospital District or Authority",0,"Ownership","ME"
"Government - Local",0,"Ownership","ME"
"Government - State",0,"Ownership","ME"
"Physician",0,"Ownership","ME"
"Proprietary",0.111111111111111,"Ownership","ME"
"Tribal",0,"Ownership","ME"
"Voluntary non-profit - Church",0,"Ownership","ME"
"Voluntary non-profit - Other",0.111111111111111,"Ownership","ME"
"Voluntary non-profit - Private",0.777777777777778,"Ownership","ME"
"1",0,"Overall_rating","ME"
"2",0.222222222222222,"Overall_rating","ME"
"3",0.333333333333333,"Overall_rating","ME"
"4",0.444444444444444,"Overall_rating","ME"
"5",0,"Overall_rating","ME"
"Not Available",0,"Overall_rating","ME"
"Above the national average",0,"Mortality","ME"
"Below the national average",0,"Mortality","ME"
"Not Available",0,"Mortality","ME"
"Same as the national average",1,"Mortality","ME"
"Above the national average",0,"Safety_of_care","ME"
"Below the national average",0.111111111111111,"Safety_of_care","ME"
"Not Available",0.777777777777778,"Safety_of_care","ME"
"Same as the national average",0.111111111111111,"Safety_of_care","ME"
"Above the national average",0.333333333333333,"Readmission","ME"
"Below the national average",0.222222222222222,"Readmission","ME"
"Not Available",0,"Readmission","ME"
"Same as the national average",0.444444444444444,"Readmission","ME"
"Above the national average",0.777777777777778,"Patient_experience","ME"
"Below the national average",0.111111111111111,"Patient_experience","ME"
"Not Available",0,"Patient_experience","ME"
"Same as the national average",0.111111111111111,"Patient_experience","ME"
"Above the national average",0.111111111111111,"Effectiveness_of_Care","ME"
"Below the national average",0,"Effectiveness_of_Care","ME"
"Not Available",0.222222222222222,"Effectiveness_of_Care","ME"
"Same as the national average",0.666666666666667,"Effectiveness_of_Care","ME"
"Above the national average",0,"Timeliness_of_Care","ME"
"Below the national average",0.111111111111111,"Timeliness_of_Care","ME"
"Not Available",0.222222222222222,"Timeliness_of_Care","ME"
"Same as the national average",0.666666666666667,"Timeliness_of_Care","ME"
"Above the national average",0.222222222222222,"Medical_imaging","ME"
"Below the national average",0,"Medical_imaging","ME"
"Not Available",0.111111111111111,"Medical_imaging","ME"
"Same as the national average",0.666666666666667,"Medical_imaging","ME"
"Acute Care Hospitals",0.391304347826087,"Type","MI"
"Childrens",0,"Type","MI"
"Critical Access Hospitals",0.608695652173913,"Type","MI"
"Government - Federal",0.0434782608695652,"Ownership","MI"
"Government - Hospital District or Authority",0.0869565217391304,"Ownership","MI"
"Government - Local",0.0869565217391304,"Ownership","MI"
"Government - State",0,"Ownership","MI"
"Physician",0,"Ownership","MI"
"Proprietary",0.130434782608696,"Ownership","MI"
"Tribal",0,"Ownership","MI"
"Voluntary non-profit - Church",0,"Ownership","MI"
"Voluntary non-profit - Other",0.217391304347826,"Ownership","MI"
"Voluntary non-profit - Private",0.434782608695652,"Ownership","MI"
"1",0.0434782608695652,"Overall_rating","MI"
"2",0.0434782608695652,"Overall_rating","MI"
"3",0.173913043478261,"Overall_rating","MI"
"4",0.608695652173913,"Overall_rating","MI"
"5",0,"Overall_rating","MI"
"Not Available",0.130434782608696,"Overall_rating","MI"
"Above the national average",0.0434782608695652,"Mortality","MI"
"Below the national average",0,"Mortality","MI"
"Not Available",0.260869565217391,"Mortality","MI"
"Same as the national average",0.695652173913043,"Mortality","MI"
"Above the national average",0.0869565217391304,"Safety_of_care","MI"
"Below the national average",0.0869565217391304,"Safety_of_care","MI"
"Not Available",0.782608695652174,"Safety_of_care","MI"
"Same as the national average",0.0434782608695652,"Safety_of_care","MI"
"Above the national average",0.347826086956522,"Readmission","MI"
"Below the national average",0.130434782608696,"Readmission","MI"
"Not Available",0.130434782608696,"Readmission","MI"
"Same as the national average",0.391304347826087,"Readmission","MI"
"Above the national average",0.521739130434783,"Patient_experience","MI"
"Below the national average",0.130434782608696,"Patient_experience","MI"
"Not Available",0.260869565217391,"Patient_experience","MI"
"Same as the national average",0.0869565217391304,"Patient_experience","MI"
"Above the national average",0,"Effectiveness_of_Care","MI"
"Below the national average",0,"Effectiveness_of_Care","MI"
"Not Available",0.0869565217391304,"Effectiveness_of_Care","MI"
"Same as the national average",0.91304347826087,"Effectiveness_of_Care","MI"
"Above the national average",0.260869565217391,"Timeliness_of_Care","MI"
"Below the national average",0.0869565217391304,"Timeliness_of_Care","MI"
"Not Available",0.0434782608695652,"Timeliness_of_Care","MI"
"Same as the national average",0.608695652173913,"Timeliness_of_Care","MI"
"Above the national average",0,"Medical_imaging","MI"
"Below the national average",0.130434782608696,"Medical_imaging","MI"
"Not Available",0.173913043478261,"Medical_imaging","MI"
"Same as the national average",0.695652173913043,"Medical_imaging","MI"
"Acute Care Hospitals",0.1875,"Type","MN"
"Childrens",0.03125,"Type","MN"
"Critical Access Hospitals",0.78125,"Type","MN"
"Government - Federal",0,"Ownership","MN"
"Government - Hospital District or Authority",0.125,"Ownership","MN"
"Government - Local",0.125,"Ownership","MN"
"Government - State",0,"Ownership","MN"
"Physician",0,"Ownership","MN"
"Proprietary",0,"Ownership","MN"
"Tribal",0,"Ownership","MN"
"Voluntary non-profit - Church",0.0625,"Ownership","MN"
"Voluntary non-profit - Other",0.125,"Ownership","MN"
"Voluntary non-profit - Private",0.5625,"Ownership","MN"
"1",0,"Overall_rating","MN"
"2",0,"Overall_rating","MN"
"3",0.15625,"Overall_rating","MN"
"4",0.34375,"Overall_rating","MN"
"5",0.03125,"Overall_rating","MN"
"Not Available",0.46875,"Overall_rating","MN"
"Above the national average",0,"Mortality","MN"
"Below the national average",0,"Mortality","MN"
"Not Available",0.75,"Mortality","MN"
"Same as the national average",0.25,"Mortality","MN"
"Above the national average",0.0625,"Safety_of_care","MN"
"Below the national average",0.03125,"Safety_of_care","MN"
"Not Available",0.8125,"Safety_of_care","MN"
"Same as the national average",0.09375,"Safety_of_care","MN"
"Above the national average",0.125,"Readmission","MN"
"Below the national average",0.0625,"Readmission","MN"
"Not Available",0.46875,"Readmission","MN"
"Same as the national average",0.34375,"Readmission","MN"
"Above the national average",0.375,"Patient_experience","MN"
"Below the national average",0.03125,"Patient_experience","MN"
"Not Available",0.4375,"Patient_experience","MN"
"Same as the national average",0.15625,"Patient_experience","MN"
"Above the national average",0,"Effectiveness_of_Care","MN"
"Below the national average",0,"Effectiveness_of_Care","MN"
"Not Available",0.03125,"Effectiveness_of_Care","MN"
"Same as the national average",0.96875,"Effectiveness_of_Care","MN"
"Above the national average",0.65625,"Timeliness_of_Care","MN"
"Below the national average",0,"Timeliness_of_Care","MN"
"Not Available",0.09375,"Timeliness_of_Care","MN"
"Same as the national average",0.25,"Timeliness_of_Care","MN"
"Above the national average",0,"Medical_imaging","MN"
"Below the national average",0,"Medical_imaging","MN"
"Not Available",0.75,"Medical_imaging","MN"
"Same as the national average",0.25,"Medical_imaging","MN"
"Acute Care Hospitals",0.52,"Type","MO"
"Childrens",0,"Type","MO"
"Critical Access Hospitals",0.48,"Type","MO"
"Government - Federal",0,"Ownership","MO"
"Government - Hospital District or Authority",0.12,"Ownership","MO"
"Government - Local",0.16,"Ownership","MO"
"Government - State",0,"Ownership","MO"
"Physician",0,"Ownership","MO"
"Proprietary",0.08,"Ownership","MO"
"Tribal",0,"Ownership","MO"
"Voluntary non-profit - Church",0.08,"Ownership","MO"
"Voluntary non-profit - Other",0.08,"Ownership","MO"
"Voluntary non-profit - Private",0.48,"Ownership","MO"
